cpu_usage,memory_usage,disk_usage,process_count,threat
80,58,43,406,Suspicious
18,83,62,266,Suspicious
46,24,23,247,Normal
77,39,32,138,Suspicious
62,85,95,585,Suspicious
34,47,55,560,Suspicious
5,60,47,162,Normal
14,65,100,407,Suspicious
84,16,99,447,Suspicious
73,72,47,581,Suspicious
68,21,57,325,Suspicious
80,52,87,568,Suspicious
24,45,75,160,Normal
26,58,69,151,Normal
62,72,25,535,Suspicious
29,57,54,271,Normal
70,33,76,118,Normal
11,76,72,369,Suspicious
53,49,95,101,Normal
61,40,81,412,Suspicious
80,60,93,539,Suspicious
11,49,85,187,Normal
61,96,20,83,Suspicious
8,53,52,140,Normal
1,24,37,277,Normal
82,80,26,112,Suspicious
44,45,24,288,Normal
8,40,98,349,Suspicious
85,24,69,117,Suspicious
19,40,65,398,Suspicious
99,100,77,341,Suspicious
12,89,24,361,Suspicious
77,62,58,482,Suspicious
93,63,79,514,Suspicious
71,43,62,598,Suspicious
23,95,80,279,Suspicious
36,91,87,241,Suspicious
95,88,86,536,Malware
15,99,99,86,Suspicious
80,26,88,223,Suspicious
46,57,35,355,Suspicious
20,81,40,452,Suspicious
93,75,49,423,Suspicious
90,53,59,196,Suspicious
51,15,74,359,Suspicious
9,56,86,237,Normal
42,13,90,147,Normal
78,14,83,225,Suspicious
26,47,51,172,Normal
38,53,60,393,Suspicious
89,49,100,413,Suspicious
1,97,56,228,Suspicious
22,43,92,482,Suspicious
23,96,92,470,Suspicious
46,16,73,231,Normal
21,39,73,67,Normal
72,76,82,546,Suspicious
73,91,86,524,Suspicious
92,71,48,513,Suspicious
48,49,76,515,Suspicious
4,96,26,174,Suspicious
43,60,47,573,Suspicious
57,49,41,537,Suspicious
49,74,61,594,Suspicious
63,28,50,335,Suspicious
7,89,73,373,Suspicious
99,75,58,334,Suspicious
75,84,61,559,Suspicious
29,65,22,345,Suspicious
5,59,26,247,Normal
64,62,86,98,Normal
22,40,94,205,Normal
9,30,85,511,Suspicious
26,92,47,127,Suspicious
48,33,31,427,Suspicious
15,64,39,599,Suspicious
2,62,87,122,Normal
39,45,64,212,Normal
23,51,58,362,Suspicious
53,18,52,402,Suspicious
28,21,37,386,Suspicious
73,82,74,379,Suspicious
97,40,76,493,Suspicious
49,55,61,380,Suspicious
82,68,31,182,Suspicious
39,47,90,236,Normal
27,34,41,509,Suspicious
56,44,36,100,Normal
64,93,92,599,Suspicious
54,97,27,415,Suspicious
14,40,74,383,Suspicious
80,64,64,467,Suspicious
32,14,39,241,Normal
43,45,56,276,Normal
48,88,59,182,Suspicious
14,83,44,158,Suspicious
73,70,60,180,Normal
36,53,89,270,Normal
42,90,78,138,Suspicious
14,43,60,255,Normal
94,20,78,461,Suspicious
55,58,93,117,Normal
51,21,99,211,Normal
76,81,69,129,Suspicious
57,65,88,539,Suspicious
86,41,76,113,Suspicious
44,48,97,349,Suspicious
37,66,77,50,Normal
99,49,35,339,Suspicious
52,52,79,562,Suspicious
82,62,74,306,Suspicious
35,99,26,318,Suspicious
26,67,98,415,Suspicious
99,52,55,106,Suspicious
35,76,39,475,Suspicious
86,26,100,395,Suspicious
12,14,88,351,Suspicious
53,78,92,368,Suspicious
39,58,43,260,Normal
74,32,23,168,Normal
64,70,42,55,Normal
83,68,59,503,Suspicious
30,92,42,394,Suspicious
45,64,85,171,Normal
84,73,64,500,Suspicious
53,81,32,295,Suspicious
77,13,82,117,Suspicious
64,58,28,592,Suspicious
33,70,51,199,Normal
86,85,84,434,Suspicious
18,21,94,187,Normal
99,52,83,199,Suspicious
3,58,86,544,Suspicious
92,81,69,149,Suspicious
35,98,56,265,Suspicious
97,31,33,344,Suspicious
34,56,81,374,Suspicious
63,90,55,378,Suspicious
22,66,25,136,Normal
81,79,54,153,Suspicious
3,29,45,594,Suspicious
82,93,98,252,Suspicious
90,35,63,304,Suspicious
33,82,87,341,Suspicious
68,71,79,256,Normal
68,35,69,595,Suspicious
56,93,61,256,Suspicious
50,52,85,351,Suspicious
72,57,30,161,Normal
33,35,27,413,Suspicious
83,90,90,285,Suspicious
91,50,92,341,Suspicious
79,22,55,445,Suspicious
85,13,57,60,Suspicious
38,60,92,449,Suspicious
68,88,49,396,Suspicious
70,46,37,194,Normal
35,62,43,552,Suspicious
1,77,57,351,Suspicious
68,19,77,191,Normal
14,94,24,92,Suspicious
86,33,51,128,Suspicious
41,85,41,82,Suspicious
48,26,65,74,Normal
17,83,68,179,Suspicious
5,73,44,416,Suspicious
30,57,56,102,Normal
35,92,97,179,Suspicious
94,51,32,577,Suspicious
28,10,41,247,Normal
71,42,48,89,Normal
28,95,72,191,Suspicious
86,25,23,531,Suspicious
11,86,80,179,Suspicious
99,41,72,543,Suspicious
39,30,36,187,Normal
76,26,70,370,Suspicious
35,54,56,166,Normal
97,98,36,141,Suspicious
83,95,20,75,Suspicious
74,24,47,586,Suspicious
15,64,62,441,Suspicious
15,21,62,306,Suspicious
90,79,81,218,Suspicious
66,29,86,88,Normal
94,46,73,551,Suspicious
65,92,99,395,Suspicious
10,100,33,294,Suspicious
91,60,52,319,Suspicious
17,64,59,181,Normal
46,10,73,220,Normal
62,16,51,420,Suspicious
85,97,67,390,Suspicious
90,59,20,469,Suspicious
23,47,57,328,Suspicious
56,89,58,211,Suspicious
8,86,95,370,Suspicious
26,91,26,201,Suspicious
64,86,61,82,Suspicious
14,97,89,540,Suspicious
80,85,77,430,Suspicious
97,64,28,158,Suspicious
93,39,32,117,Suspicious
58,49,26,360,Suspicious
87,55,92,357,Suspicious
99,39,68,299,Suspicious
49,10,100,94,Normal
57,96,29,62,Suspicious
8,26,86,316,Suspicious
25,99,98,579,Suspicious
37,76,34,208,Suspicious
40,25,22,115,Normal
30,20,84,245,Normal
16,15,29,157,Normal
69,32,71,570,Suspicious
64,86,64,198,Suspicious
86,87,94,581,Suspicious
24,45,34,96,Normal
29,15,75,338,Suspicious
99,41,35,68,Suspicious
23,68,35,144,Normal
95,39,31,179,Suspicious
70,23,56,544,Suspicious
50,12,69,414,Suspicious
20,28,91,531,Suspicious
17,58,89,271,Normal
93,78,56,525,Suspicious
100,79,89,525,Suspicious
38,85,31,85,Suspicious
30,85,21,140,Suspicious
95,25,69,448,Suspicious
91,86,30,537,Malware
80,83,37,136,Suspicious
74,25,27,104,Normal
96,84,72,537,Suspicious
66,56,82,519,Suspicious
25,26,31,190,Normal
68,17,59,93,Normal
34,48,69,249,Normal
61,42,74,226,Normal
78,87,24,245,Suspicious
47,28,20,63,Normal
75,84,96,503,Suspicious
26,76,79,201,Suspicious
21,16,26,510,Suspicious
49,74,22,213,Normal
34,16,41,201,Normal
6,93,74,361,Suspicious
60,78,22,579,Suspicious
83,100,76,473,Suspicious
53,59,27,230,Normal
95,32,74,269,Suspicious
37,92,93,555,Suspicious
96,71,62,519,Suspicious
53,33,74,580,Suspicious
14,80,23,453,Suspicious
88,60,37,312,Suspicious
31,18,26,393,Suspicious
78,47,66,110,Suspicious
96,80,22,112,Suspicious
76,26,52,77,Suspicious
67,60,60,192,Normal
14,46,39,583,Suspicious
87,52,98,150,Suspicious
67,30,69,126,Normal
72,42,91,204,Normal
80,49,75,433,Suspicious
78,65,84,176,Suspicious
57,80,26,88,Suspicious
100,88,21,338,Suspicious
80,83,42,221,Suspicious
79,88,47,493,Suspicious
10,92,27,415,Suspicious
14,81,84,598,Suspicious
85,92,59,438,Suspicious
7,45,54,402,Suspicious
88,11,50,222,Suspicious
41,92,61,396,Suspicious
37,51,91,288,Normal
57,30,76,78,Normal
16,26,21,591,Suspicious
44,31,45,127,Normal
56,92,39,382,Suspicious
88,33,88,392,Suspicious
11,14,68,235,Normal
83,13,70,207,Suspicious
99,32,95,286,Suspicious
78,27,23,526,Suspicious
30,55,80,267,Normal
49,19,36,228,Normal
55,63,50,106,Normal
28,24,97,447,Suspicious
25,37,83,315,Suspicious
29,75,74,349,Suspicious
38,87,80,433,Suspicious
46,79,40,558,Suspicious
77,11,25,351,Suspicious
44,49,37,544,Suspicious
21,17,84,109,Normal
45,23,22,74,Normal
1,38,40,285,Normal
1,57,71,186,Normal
47,65,25,451,Suspicious
59,30,86,440,Suspicious
4,85,91,333,Suspicious
82,53,38,508,Suspicious
99,26,80,405,Suspicious
23,46,24,295,Normal
15,95,82,544,Suspicious
3,34,35,246,Normal
33,69,60,384,Suspicious
17,84,23,527,Suspicious
74,96,88,362,Suspicious
33,74,32,576,Suspicious
62,26,77,146,Normal
2,20,29,562,Suspicious
24,48,75,596,Suspicious
5,30,21,582,Suspicious
99,32,71,292,Suspicious
35,89,87,201,Suspicious
76,29,54,248,Suspicious
28,88,35,483,Suspicious
38,59,49,167,Normal
89,48,49,593,Suspicious
7,69,93,507,Suspicious
97,17,71,422,Suspicious
1,37,54,216,Normal
10,49,46,500,Suspicious
3,68,22,50,Normal
41,73,65,319,Suspicious
98,74,40,444,Suspicious
81,94,87,353,Suspicious
21,91,66,464,Suspicious
9,87,63,81,Suspicious
79,59,80,349,Suspicious
26,31,95,568,Suspicious
45,18,67,200,Normal
29,51,61,213,Normal
100,50,69,275,Suspicious
62,52,78,346,Suspicious
90,59,20,268,Suspicious
56,66,94,59,Normal
98,36,78,390,Suspicious
76,93,38,488,Suspicious
62,97,63,367,Suspicious
38,51,87,468,Suspicious
86,51,41,336,Suspicious
8,30,34,83,Normal
33,23,100,554,Suspicious
78,68,45,598,Suspicious
86,64,94,237,Suspicious
95,25,80,186,Suspicious
10,86,75,338,Suspicious
26,88,26,192,Suspicious
20,90,45,589,Suspicious
44,75,59,591,Suspicious
100,16,68,112,Suspicious
13,35,67,333,Suspicious
30,75,94,161,Normal
13,10,86,584,Suspicious
84,90,41,274,Suspicious
40,32,42,209,Normal
24,16,94,117,Normal
59,30,96,334,Suspicious
8,91,89,139,Suspicious
85,74,94,536,Suspicious
28,96,63,365,Suspicious
81,26,39,184,Suspicious
72,27,60,107,Normal
65,54,60,467,Suspicious
52,10,79,200,Normal
100,35,89,82,Suspicious
64,30,47,135,Normal
91,58,53,250,Suspicious
12,72,80,236,Normal
26,41,26,193,Normal
32,12,25,343,Suspicious
68,64,32,110,Normal
84,20,89,67,Suspicious
35,15,62,208,Normal
83,17,84,430,Suspicious
77,68,79,88,Suspicious
44,18,82,577,Suspicious
16,93,31,543,Suspicious
29,93,49,583,Suspicious
45,95,55,368,Suspicious
35,87,44,529,Suspicious
56,63,54,248,Normal
48,73,49,236,Normal
87,78,69,330,Suspicious
84,71,36,203,Suspicious
26,86,30,102,Suspicious
33,54,43,347,Suspicious
17,98,67,586,Suspicious
23,49,58,568,Suspicious
88,66,25,133,Suspicious
37,84,66,508,Suspicious
71,11,73,77,Normal
23,20,91,306,Suspicious
96,98,66,424,Suspicious
72,48,77,500,Suspicious
70,42,33,193,Normal
61,14,77,484,Suspicious
92,79,97,563,Suspicious
79,94,85,457,Suspicious
29,68,46,181,Normal
85,79,92,82,Suspicious
78,97,79,369,Suspicious
43,14,61,449,Suspicious
49,64,82,361,Suspicious
33,11,86,446,Suspicious
53,54,42,110,Normal
82,35,78,73,Suspicious
34,34,89,168,Normal
8,75,44,97,Normal
11,100,50,305,Suspicious
63,52,62,402,Suspicious
42,97,40,425,Suspicious
30,99,62,412,Suspicious
99,62,97,420,Suspicious
66,70,40,114,Normal
19,80,93,362,Suspicious
89,25,48,357,Suspicious
8,24,32,273,Normal
24,45,27,326,Suspicious
92,83,51,263,Suspicious
21,39,77,427,Suspicious
27,82,71,440,Suspicious
79,86,31,378,Suspicious
86,89,41,589,Suspicious
25,79,84,219,Suspicious
99,10,43,377,Suspicious
55,45,44,458,Suspicious
42,82,73,175,Suspicious
78,89,73,550,Suspicious
96,59,44,192,Suspicious
1,38,25,515,Suspicious
22,89,22,160,Suspicious
38,15,30,198,Normal
49,40,83,512,Suspicious
64,82,81,117,Suspicious
74,94,24,413,Suspicious
27,44,65,202,Normal
35,71,22,72,Normal
22,35,61,559,Suspicious
72,56,97,235,Normal
2,83,80,484,Suspicious
19,77,87,239,Suspicious
4,68,90,544,Suspicious
59,28,97,443,Suspicious
71,84,65,63,Suspicious
69,27,30,440,Suspicious
67,21,41,477,Suspicious
43,85,36,355,Suspicious
80,49,57,228,Suspicious
62,91,46,367,Suspicious
62,55,77,535,Suspicious
27,76,95,490,Suspicious
71,68,40,340,Suspicious
81,31,54,322,Suspicious
38,52,98,84,Normal
86,72,47,289,Suspicious
69,11,70,578,Suspicious
93,83,30,321,Suspicious
95,75,57,501,Suspicious
7,19,78,379,Suspicious
16,73,84,563,Suspicious
30,26,40,492,Suspicious
15,80,60,315,Suspicious
47,24,71,106,Normal
36,12,28,585,Suspicious
62,87,86,97,Suspicious
67,13,34,600,Suspicious
53,64,97,107,Normal
30,45,35,531,Suspicious
96,12,81,168,Suspicious
33,12,61,116,Normal
69,37,60,52,Normal
45,74,55,426,Suspicious
64,61,31,497,Suspicious
36,84,87,339,Suspicious
91,31,90,193,Suspicious
60,87,44,552,Suspicious
29,10,68,588,Suspicious
1,96,76,372,Suspicious
33,95,32,179,Suspicious
85,38,65,588,Suspicious
78,74,100,227,Suspicious
28,97,53,512,Suspicious
19,83,45,568,Suspicious
40,87,95,299,Suspicious
97,32,88,213,Suspicious
73,22,51,565,Suspicious
95,45,86,270,Suspicious
74,74,20,477,Suspicious
26,45,30,283,Normal
87,16,38,180,Suspicious
74,58,54,88,Normal
55,12,50,423,Suspicious
47,21,59,287,Normal
28,35,42,447,Suspicious
91,68,60,564,Suspicious
58,52,100,380,Suspicious
37,43,58,584,Suspicious
41,49,22,137,Normal
76,86,47,206,Suspicious
91,27,34,207,Suspicious
68,73,91,85,Normal
29,40,98,292,Normal
79,39,47,143,Suspicious
48,68,62,335,Suspicious
54,11,59,467,Suspicious
83,10,20,450,Suspicious
19,28,77,365,Suspicious
68,66,89,162,Normal
5,92,46,62,Suspicious
50,82,42,412,Suspicious
88,36,100,324,Suspicious
29,41,74,253,Normal
34,78,58,69,Suspicious
100,37,83,78,Suspicious
13,22,97,453,Suspicious
47,37,20,538,Suspicious
58,76,64,325,Suspicious
66,60,77,162,Normal
58,95,42,215,Suspicious
10,16,95,386,Suspicious
27,20,95,398,Suspicious
6,16,90,250,Normal
87,97,67,218,Suspicious
96,95,30,123,Suspicious
40,39,64,388,Suspicious
81,85,98,127,Suspicious
33,79,64,285,Suspicious
22,21,24,141,Normal
83,45,64,264,Suspicious
28,60,54,245,Normal
69,100,45,154,Suspicious
70,51,77,513,Suspicious
39,45,39,500,Suspicious
23,71,74,579,Suspicious
15,53,58,52,Normal
57,47,95,75,Normal
53,36,96,62,Normal
42,11,33,505,Suspicious
94,16,95,582,Suspicious
81,74,99,208,Suspicious
14,76,90,255,Suspicious
56,36,42,423,Suspicious
29,55,94,295,Normal
64,97,20,474,Suspicious
7,25,70,83,Normal
57,97,72,86,Suspicious
56,91,28,514,Suspicious
8,69,29,470,Suspicious
29,98,37,75,Suspicious
25,63,62,238,Normal
56,52,49,540,Suspicious
14,10,69,356,Suspicious
30,47,24,507,Suspicious
23,95,67,53,Suspicious
93,79,95,558,Suspicious
84,11,36,105,Suspicious
10,41,96,426,Suspicious
20,35,45,387,Suspicious
10,77,38,85,Suspicious
2,39,24,201,Normal
72,18,87,522,Suspicious
4,88,51,266,Suspicious
73,59,22,285,Normal
96,72,91,51,Suspicious
10,67,28,156,Normal
34,99,58,108,Suspicious
76,38,46,112,Suspicious
69,50,27,70,Normal
87,89,69,495,Suspicious
55,93,31,321,Suspicious
12,10,41,394,Suspicious
31,51,64,220,Normal
59,88,58,220,Suspicious
60,17,69,332,Suspicious
98,73,44,541,Suspicious
31,93,21,149,Suspicious
53,15,86,595,Suspicious
21,97,66,228,Suspicious
39,37,100,101,Normal
61,37,23,111,Normal
42,36,67,77,Normal
78,33,62,385,Suspicious
4,96,95,235,Suspicious
92,99,21,282,Suspicious
74,34,92,150,Normal
37,16,58,269,Normal
45,34,70,532,Suspicious
2,89,93,76,Suspicious
67,79,38,553,Suspicious
43,93,99,321,Suspicious
18,26,99,121,Normal
2,46,84,71,Normal
38,21,32,178,Normal
70,92,82,353,Suspicious
43,31,90,469,Suspicious
23,60,31,553,Suspicious
97,100,24,568,Malware
47,51,24,254,Normal
10,59,35,205,Normal
3,83,90,390,Suspicious
26,50,62,562,Suspicious
29,20,75,527,Suspicious
13,33,87,536,Suspicious
56,42,51,482,Suspicious
32,68,75,298,Normal
93,46,48,149,Suspicious
100,46,62,228,Suspicious
47,25,100,173,Normal
21,81,83,409,Suspicious
11,86,40,182,Suspicious
53,84,70,242,Suspicious
77,57,99,187,Suspicious
94,22,36,376,Suspicious
38,35,82,474,Suspicious
1,62,100,309,Suspicious
65,64,39,72,Normal
23,82,65,62,Suspicious
21,25,85,147,Normal
70,22,83,426,Suspicious
31,56,63,520,Suspicious
83,38,73,329,Suspicious
42,39,58,163,Normal
63,81,78,534,Suspicious
8,45,99,154,Normal
40,37,55,337,Suspicious
65,93,25,418,Suspicious
81,59,67,324,Suspicious
24,37,93,179,Normal
11,51,26,513,Suspicious
79,29,91,560,Suspicious
68,64,40,502,Suspicious
24,82,34,297,Suspicious
52,32,35,556,Suspicious
21,65,91,131,Normal
58,36,57,147,Normal
96,20,73,109,Suspicious
83,82,68,63,Suspicious
31,100,64,539,Suspicious
61,46,54,153,Normal
36,62,79,467,Suspicious
16,12,78,301,Suspicious
95,100,51,128,Suspicious
6,33,76,181,Normal
15,51,81,406,Suspicious
53,98,47,61,Suspicious
36,16,41,345,Suspicious
34,67,89,225,Normal
93,32,36,472,Suspicious
73,47,46,507,Suspicious
56,95,60,169,Suspicious
59,17,87,242,Normal
78,78,61,355,Suspicious
46,82,44,304,Suspicious
44,64,69,271,Normal
25,28,29,244,Normal
63,20,91,313,Suspicious
31,34,52,583,Suspicious
15,41,48,518,Suspicious
86,95,60,356,Suspicious
61,29,39,596,Suspicious
44,33,75,523,Suspicious
29,73,85,71,Normal
86,44,99,83,Suspicious
56,14,87,209,Normal
78,84,49,491,Suspicious
66,79,27,548,Suspicious
61,41,98,351,Suspicious
41,63,83,73,Normal
45,99,35,331,Suspicious
43,58,95,508,Suspicious
73,86,52,292,Suspicious
39,25,44,242,Normal
58,47,79,72,Normal
23,50,26,569,Suspicious
22,15,34,89,Normal
98,85,22,444,Suspicious
44,80,52,591,Suspicious
76,87,44,576,Suspicious
7,24,30,84,Normal
48,28,27,126,Normal
100,87,52,544,Malware
12,88,58,66,Suspicious
17,57,45,317,Suspicious
25,78,51,280,Suspicious
92,99,61,214,Suspicious
37,14,54,442,Suspicious
34,60,54,523,Suspicious
8,33,50,473,Suspicious
8,42,70,208,Normal
12,86,94,522,Suspicious
29,66,54,106,Normal
66,15,67,236,Normal
79,50,90,382,Suspicious
17,72,52,96,Normal
21,65,89,84,Normal
11,10,71,520,Suspicious
92,35,32,552,Suspicious
31,10,53,517,Suspicious
82,74,89,459,Suspicious
7,94,93,139,Suspicious
77,87,36,247,Suspicious
12,15,76,82,Normal
89,99,28,452,Suspicious
86,67,67,291,Suspicious
31,10,53,133,Normal
88,10,32,129,Suspicious
58,74,39,474,Suspicious
92,88,66,456,Malware
99,32,30,86,Suspicious
74,75,98,591,Suspicious
42,87,100,171,Suspicious
17,12,57,483,Suspicious
21,33,36,210,Normal
68,86,63,206,Suspicious
55,55,31,273,Normal
63,80,48,233,Suspicious
22,58,42,139,Normal
24,87,96,196,Suspicious
68,86,28,486,Suspicious
29,18,22,285,Normal
34,38,48,145,Normal
70,52,56,478,Suspicious
96,64,46,86,Suspicious
24,66,47,465,Suspicious
91,37,28,186,Suspicious
36,78,38,472,Suspicious
49,18,35,575,Suspicious
24,18,77,73,Normal
94,78,40,296,Suspicious
54,18,42,578,Suspicious
47,39,84,429,Suspicious
84,80,47,537,Suspicious
20,51,54,281,Normal
30,57,63,393,Suspicious
32,56,38,513,Suspicious
50,79,79,148,Suspicious
50,12,38,393,Suspicious
12,41,48,334,Suspicious
72,78,94,146,Suspicious
24,44,29,389,Suspicious
10,90,27,73,Suspicious
91,63,53,173,Suspicious
40,14,52,373,Suspicious
36,12,78,572,Suspicious
23,38,64,234,Normal
77,96,95,551,Suspicious
65,89,36,486,Suspicious
56,42,65,393,Suspicious
59,35,88,302,Suspicious
98,75,25,582,Suspicious
81,12,99,109,Suspicious
66,40,90,457,Suspicious
67,26,85,518,Suspicious
31,86,65,88,Suspicious
48,20,26,53,Normal
24,48,99,389,Suspicious
35,35,53,257,Normal
26,93,64,171,Suspicious
20,34,72,450,Suspicious
56,76,21,417,Suspicious
68,37,22,321,Suspicious
3,50,55,329,Suspicious
62,70,43,370,Suspicious
43,94,40,551,Suspicious
15,99,48,234,Suspicious
46,91,40,174,Suspicious
32,65,24,450,Suspicious
42,72,84,445,Suspicious
88,24,25,208,Suspicious
38,56,21,378,Suspicious
82,33,86,364,Suspicious
33,60,74,370,Suspicious
75,29,29,341,Suspicious
76,41,22,164,Suspicious
93,96,39,395,Suspicious
81,90,38,477,Suspicious
31,92,55,374,Suspicious
70,61,94,560,Suspicious
64,32,93,440,Suspicious
63,92,89,492,Suspicious
19,63,93,54,Normal
29,67,80,564,Suspicious
68,29,73,592,Suspicious
23,50,40,493,Suspicious
61,83,77,197,Suspicious
35,21,30,526,Suspicious
68,51,58,503,Suspicious
61,29,52,378,Suspicious
54,50,32,156,Normal
10,85,47,210,Suspicious
52,47,46,343,Suspicious
83,76,41,237,Suspicious
88,28,85,382,Suspicious
31,99,86,236,Suspicious
65,27,98,188,Normal
95,68,49,554,Suspicious
84,29,41,387,Suspicious
52,13,57,509,Suspicious
35,53,38,298,Normal
52,87,22,512,Suspicious
22,44,100,278,Normal
82,87,26,155,Suspicious
60,61,48,433,Suspicious
47,26,20,145,Normal
24,24,57,362,Suspicious
41,67,26,74,Normal
38,23,71,113,Normal
42,64,73,496,Suspicious
40,31,30,420,Suspicious
18,79,51,178,Suspicious
40,28,45,266,Normal
43,94,22,239,Suspicious
37,64,36,190,Normal
95,80,88,464,Suspicious
8,20,76,535,Suspicious
53,98,79,242,Suspicious
7,47,89,315,Suspicious
36,69,65,469,Suspicious
61,30,51,293,Normal
13,10,32,569,Suspicious
92,28,98,118,Suspicious
92,30,66,388,Suspicious
56,88,52,559,Suspicious
19,53,20,107,Normal
52,37,29,53,Normal
52,69,89,321,Suspicious
8,57,91,59,Normal
97,53,57,261,Suspicious
40,60,34,88,Normal
26,93,100,335,Suspicious
27,69,61,524,Suspicious
34,26,52,406,Suspicious
38,99,51,503,Suspicious
93,94,69,161,Suspicious
21,35,47,371,Suspicious
94,73,65,558,Suspicious
66,92,31,582,Suspicious
8,10,49,142,Normal
89,26,76,222,Suspicious
69,16,81,350,Suspicious
90,33,73,144,Suspicious
72,20,54,515,Suspicious
94,76,79,280,Suspicious
36,79,27,173,Suspicious
51,47,70,590,Suspicious
86,90,28,100,Suspicious
97,72,52,176,Suspicious
61,97,98,446,Suspicious
97,53,23,342,Suspicious
25,87,54,226,Suspicious
64,69,26,521,Suspicious
64,74,72,63,Normal
50,26,43,543,Suspicious
19,82,67,293,Suspicious
15,59,32,293,Normal
59,83,64,446,Suspicious
6,32,30,494,Suspicious
44,92,43,241,Suspicious
24,85,85,442,Suspicious
81,77,83,430,Suspicious
49,31,56,145,Normal
41,27,81,214,Normal
62,15,57,254,Normal
62,32,80,199,Normal
11,19,41,420,Suspicious
65,89,100,184,Suspicious
85,74,81,263,Suspicious
91,36,52,375,Suspicious
2,68,100,316,Suspicious
67,33,70,536,Suspicious
19,13,38,78,Normal
26,65,94,319,Suspicious
75,64,61,450,Suspicious
48,32,35,207,Normal
39,18,83,451,Suspicious
81,65,45,507,Suspicious
80,58,53,196,Suspicious
33,84,23,245,Suspicious
25,55,29,421,Suspicious
19,36,78,292,Normal
75,10,41,136,Normal
24,97,89,224,Suspicious
29,83,60,381,Suspicious
40,96,31,427,Suspicious
45,82,97,474,Suspicious
19,84,78,370,Suspicious
14,46,91,535,Suspicious
96,57,67,300,Suspicious
51,27,91,405,Suspicious
85,91,37,535,Suspicious
80,29,90,472,Suspicious
62,71,89,581,Suspicious
67,66,20,121,Normal
43,100,69,594,Suspicious
64,77,84,196,Suspicious
81,78,34,417,Suspicious
81,17,42,563,Suspicious
16,45,57,238,Normal
52,78,80,441,Suspicious
74,38,35,133,Normal
64,90,56,591,Suspicious
11,14,45,499,Suspicious
47,33,44,391,Suspicious
23,83,34,511,Suspicious
51,11,93,494,Suspicious
35,25,23,338,Suspicious
42,59,93,488,Suspicious
50,50,41,423,Suspicious
47,33,92,381,Suspicious
65,91,77,496,Suspicious
34,11,81,483,Suspicious
49,77,77,166,Suspicious
15,81,38,517,Suspicious
67,50,39,261,Normal
49,84,67,179,Suspicious
22,92,48,123,Suspicious
27,42,65,347,Suspicious
22,78,29,66,Suspicious
77,22,79,109,Suspicious
57,82,42,61,Suspicious
39,52,24,564,Suspicious
48,28,26,94,Normal
65,27,37,301,Suspicious
89,67,77,554,Suspicious
87,87,33,199,Suspicious
23,27,58,472,Suspicious
61,36,71,241,Normal
84,94,20,371,Suspicious
61,54,47,174,Normal
97,12,87,166,Suspicious
84,35,22,294,Suspicious
81,92,80,506,Suspicious
66,19,33,159,Normal
98,33,49,139,Suspicious
34,61,51,230,Normal
53,40,71,512,Suspicious
3,15,71,586,Suspicious
19,40,78,119,Normal
3,48,66,177,Normal
75,46,72,284,Normal
61,39,47,535,Suspicious
99,12,25,597,Suspicious
66,23,90,233,Normal
40,77,41,563,Suspicious
77,94,81,486,Suspicious
37,70,24,311,Suspicious
65,32,45,248,Normal
66,53,65,280,Normal
55,80,42,160,Suspicious
37,68,38,61,Normal
79,48,77,415,Suspicious
95,70,87,305,Suspicious
80,36,28,422,Suspicious
25,50,42,600,Suspicious
91,36,92,529,Suspicious
39,55,36,422,Suspicious
72,57,85,437,Suspicious
5,79,90,458,Suspicious
17,96,64,294,Suspicious
34,13,66,448,Suspicious
26,14,22,445,Suspicious
48,96,73,472,Suspicious
49,29,41,55,Normal
90,46,38,88,Suspicious
28,45,29,226,Normal
23,67,88,170,Normal
1,92,77,96,Suspicious
43,72,95,451,Suspicious
3,12,35,461,Suspicious
50,38,37,221,Normal
72,74,25,468,Suspicious
35,77,90,300,Suspicious
92,42,74,459,Suspicious
76,82,88,450,Suspicious
40,24,44,442,Suspicious
61,34,79,492,Suspicious
61,52,23,412,Suspicious
22,39,93,254,Normal
71,40,85,468,Suspicious
20,69,29,263,Normal
23,30,58,265,Normal
94,85,98,373,Suspicious
56,89,70,336,Suspicious
76,52,89,336,Suspicious
37,78,92,333,Suspicious
66,10,23,540,Suspicious
53,13,57,314,Suspicious
85,36,51,308,Suspicious
26,30,25,585,Suspicious
51,67,57,575,Suspicious
16,22,59,324,Suspicious
61,30,34,296,Normal
20,97,26,267,Suspicious
82,78,91,417,Suspicious
70,31,80,102,Normal
47,35,86,139,Normal
98,86,36,152,Suspicious
48,60,80,450,Suspicious
98,32,34,492,Suspicious
79,20,53,509,Suspicious
21,59,25,600,Suspicious
97,52,72,566,Suspicious
98,23,70,227,Suspicious
67,19,74,68,Normal
74,11,84,528,Suspicious
1,65,32,106,Normal
93,35,45,431,Suspicious
31,59,25,66,Normal
70,64,95,505,Suspicious
32,26,36,588,Suspicious
5,15,59,232,Normal
77,19,95,155,Suspicious
18,69,89,351,Suspicious
7,83,95,438,Suspicious
43,33,55,253,Normal
53,28,39,80,Normal
33,97,74,327,Suspicious
15,10,25,142,Normal
4,41,27,520,Suspicious
44,25,79,296,Normal
22,83,100,482,Suspicious
65,65,27,574,Suspicious
88,30,46,494,Suspicious
53,88,88,207,Suspicious
54,77,36,395,Suspicious
70,81,79,169,Suspicious
6,71,49,380,Suspicious
42,50,27,524,Suspicious
